time,global_demand,local_supply,temperature,prosumer_1_production,prosumer_1_consumption,prosumer_1_battery_level,prosumer_1_nrgcoin_balance,prosumer_2_production,prosumer_2_consumption,prosumer_2_battery_level,prosumer_2_nrgcoin_balance,prosumer_3_production,prosumer_3_consumption,prosumer_3_battery_level,prosumer_3_nrgcoin_balance,prosumer_4_production,prosumer_4_consumption,prosumer_4_battery_level,prosumer_4_nrgcoin_balance,prosumer_5_production,prosumer_5_consumption,prosumer_5_battery_level,prosumer_5_nrgcoin_balance,consumer_1_consumption,consumer_2_consumption,consumer_3_consumption,consumer_4_consumption,consumer_5_consumption,consumer_6_consumption,consumer_7_consumption,consumer_8_consumption,consumer_9_consumption,consumer_10_consumption
00:00,0.8079378519948034,0.0,10.0,0.0,0.060577026143903145,0.0,0,0.0,0.021754331405989997,0.0,0,0.0,0.059011004248469105,0.0,0,0.0,0.050050122414055986,0.0,0,0.0,0.11780346605265764,0.0,0,0.07444074021705391,0.03572723302336851,0.06278407135163587,0.03542230593733498,0.037024945703677994,0.08025020834905511,0.024126410053913836,0.10718110301468109,0.02737446410786659,0.014410419971139704
00:10,0.8179087868335524,0.0,10.0,0.0,0.06112170012076757,0.0,0,0.0,0.022260465556446014,0.0,0,0.0,0.059715916484763855,0.0,0,0.0,0.05069664667725212,0.0,0,0.0,0.11927866315179422,0.0,0,0.07517153577684865,0.03602182740028129,0.06371385503132833,0.0359089676333843,0.03751909490228011,0.08118091106376416,0.024602094801548832,0.10835889829398392,0.027651186067739936,0.014707023871369088
00:20,0.8274129858316407,0.0,10.0,0.0,0.06162893176238163,0.0,0,0.0,0.022760810249729143,0.0,0,0.0,0.06038514175329657,0.0,0,0.0,0.05131126299017041,0.0,0,0.0,0.12069039366951766,0.0,0,0.0758565747696127,0.03629220950915318,0.06461042672730664,0.03637751779546003,0.03799142343578093,0.08206106627962485,0.025069156009980928,0.10946916495514322,0.02791052306199713,0.014998382862485672
00:30,0.8364320592004992,0.0,10.0,0.0,0.06209781769237769,0.0,0,0.0,0.023254487404833473,0.0,0,0.0,0.06101732130281295,0.0,0,0.0,0.05189263233898897,0.0,0,0.0,0.12203610567222013,0.0,0,0.0764945715004576,0.03653781959838756,0.06547201273137991,0.03682714337398008,0.03844094298251998,0.08288888186188448,0.025526761663032846,0.11050959802396586,0.028151967770214597,0.015283995283443206
00:40,0.8449485120376989,0.0,10.0,0.0,0.06252753227423408,0.0,0,0.0,0.02374061990382633,0.0,0,0.0,0.0616111653232257,0.0,0,0.0,0.05243948087759963,0.0,0,0.0,0.12331336446377121,0.0,0,0.07708433306075729,0.03675815060134796,0.06629689154099468,0.03725706662616795,0.0388667043638123,0.08366267283759729,0.025974086175100032,0.11147802499434062,0.028375049490473668,0.01556336950445027
00:50,0.8529458073653916,0.0,10.0,0.0,0.06291733047353494,0.0,0,0.0,0.024218334720829345,0.0,0,0.0,0.062165457590738174,0.0,0,0.0,0.05295060483663509,0.0,0,0.0,0.12451986121742882,0.0,0,0.0776247635241117,0.036952750100992415,0.06708339954468255,0.03766654811918088,0.03926780086829469,0.08438086796436824,0.026410313046564955,0.11237241338323327,0.0285793358685645,0.015836026106232026
01:00,0.8604084266001583,0.0,10.272593389687454,0.0,0.06326655047265618,0.0,0,0.0,0.02468676611872439,0.0,0,0.0,0.06267905990206268,0.0,0,0.0,0.05342487521717836,0.0,0,0.0,0.12565342131777316,0.0,0,0.07811486785093137,0.037121222111929524,0.06782993657121557,0.0380548896669931,0.03964337145647462,0.08504201595368743,0.026834637544522727,0.1131908778372569,0.028764434505288795,0.01610150007346343
01:10,0.8673219271907127,0.0,10.272593389687454,0.0,0.06357461602791525,0.0,0,0.0,0.025145058900264357,0.0,0,0.0,0.06315091627698458,0.0,0,0.0,0.053861242244919796,0.0,0,0.0,0.12671201237762686,0.0,0,0.0785537554853002,0.03726322867111251,0.06853497127678079,0.03842143718985261,0.03999260382970093,0.0856447913184298,0.027246269397948136,0.11393168676663054,0.02892999443451471,0.016359342992731542
01:20,0.8736729972026505,0.0,10.272593389687454,0.0,0.06384103856043656,0.0,0,0.0,0.02559237169966143,0.0,0,0.0,0.06358005690951427,0.0,0,0.0,0.054258739561597026,0.0,0,0.0,0.12769375189598686,0.0,0,0.07894064362917488,0.03737849122930422,0.069197046344988,0.03876558348536072,0.040314737348306436,0.08618799981577836,0.02764443549614678,0.11459326851600263,0.02907570746525265,0.016609125245139574
01:30,0.879449506757664,0.0,10.272593389687454,0.0,0.06406541897323413,0.0,0,0.0,0.026027880300188905,0.0,0,0.0,0.06396560184898059,0.0,0,0.0,0.05461648813177647,0.0,0,0.0,0.12859691452422128,0.0,0,0.07927486018045814,0.03746679183640953,0.06981478347517965,0.03908677090050121,0.04060906578430262,0.08667058345869208,0.028028382579101913,0.11517421719947257,0.02920130938167369,0.016850438183471265
01:40,0.8846405566469808,0.0,10.272593389687454,0.0,0.06424744918828938,0.0,0,0.0,0.026450780962870513,0.0,0,0.0,0.06430676439364354,0.0,0,0.0,0.05493369984441124,0.0,0,0.0,0.12941993890917533,0.0,0,0.0795558463230247,0.03752797411477795,0.07038688813531213,0.03938449389427203,0.04087493989474096,0.08709162507106318,0.02839737990815583,0.11567329872787359,0.029306580995678684,0.017082896283691706
01:50,0.8892365257418617,0.0,10.272593389687454,0.0,0.06438691339869591,0.0,0,0.0,0.026860293750948647,0.0,0,0.0,0.06460285418073335,0.0,0,0.0,0.0552096807901616,0.0,0,0.0,0.13016143408338074,0.0,0,0.07978315875837948,0.03756194401561997,0.07091215405662357,0.0396583014809428,0.04111176980278006,0.08745035236388612,0.028750721905352522,0.11608945884654177,0.02939134904734265,0.01730613926047251
02:00,0.8932291227370099,0.0,11.071796769724491,0.0,0.06448368903224705,0.0,0,0.0,0.02725566583452307,0.0,0,0.0,0.06485327995825046,0.0,0,0.0,0.05544383419740147,0.0,0,0.0,0.13082018537425508,0.0,0,0.07995647157026943,0.037568670354750644,0.07138946744838737,0.03990779954437296,0.041319027175260904,0.08774614151207036,0.02908773074971843,0.11642183889980869,0.029455486949298733,0.017519834136395202
02:10,0.8966114587873171,0.0,11.071796769724491,0.0,0.0645377474241465,0.0,0,0.0,0.027636174759538373,0.0,0,0.0,0.06505755202537623,0.0,0,0.0,0.05563566301348595,0.0,0,0.0,0.13139515980601077,0.0,0,0.08007557771525146,0.037548185124964294,0.07181781091226896,0.040132653014277264,0.041496247192665564,0.08797852021396321,0.029407758918771537,0.11666981604020113,0.029498915371885485,0.017723677254510316
02:20,0.8993781865595295,0.0,11.071796769724491,0.0,0.06454915419781951,0.0,0,0.0,0.02800113166517352,0.0,0,0.0,0.0652152843299377,0.0,0,0.0,0.055784772130691794,0.0,0,0.0,0.13188551096995466,0.0,0,0.08014039013391996,0.03750058358345002,0.07219626703714849,0.04033258789581233,0.04164303034724649,0.08814717021818438,0.029710191663626515,0.11683311349587516,0.029521602666655274,0.017917396224033818
02:30,0.9015258218295708,0.0,11.071796769724491,0.0,0.06451806935408676,0.0,0,0.0,0.028349884433653095,0.0,0,0.0,0.06532619621303228,0.0,0,0.0,0.055890870316476986,0.0,0,0.0,0.13229058334093358,0.0,0,0.08015094247921474,0.03742602411376924,0.07252402165673669,0.04050739314437793,0.04175904433037472,0.08825192930499758,0.02999444940620572,0.11691209681971938,0.029523565126623668,0.018100751789368458
02:40,0.9030535227859166,0.0,11.071796769724491,0.0,0.06444474707024678,0.0,0,0.0,0.028681820756557976,0.0,0,0.0,0.06539011379263779,0.0,0,0.0,0.055953772193406734,0.0,0,0.0,0.13260991601986352,0.0,0,0.08010738945994843,0.03732472786302809,0.0728003667538868,0.040656922378084374,0.04184402743817765,0.08829279271213736,0.03025999004727727,0.11690852960295263,0.029504867082426837,0.018273539615284176
02:50,0.9039649313755234,0.0,11.071796769724491,0.0,0.06432953521202368,0.0,0,0.0,0.028996371101863698,0.0,0,0.0,0.06540697097979875,0.0,0,0.0,0.05597340187932801,0.0,0,0.0,0.13284324588455357,0.0,0,0.08001000679940198,0.03719697815598397,0.07302470299718497,0.04078109542100499,0.041897800392113986,0.0882699139977521,0.03050631117442488,0.11682738454470343,0.029465620834338287,0.018435592001047073
03:00,0.9042723037477995,0.0,12.34314575050762,0.0,0.06417287456372736,0.0,0,0.0,0.029293011566178626,0.0,0,0.0,0.06537681012278038,0.0,0,0.0,0.05594980503297945,0.0,0,0.0,0.13299051013339266,0.0,0,0.07985919081052965,0.037043119688940376,0.07319654189719565,0.04087989967182,0.041920316430254616,0.08818360533589972,0.03073295216147182,0.11668090023413963,0.02940598642087537,0.018586779677614223
03:10,0.9040052279306555,0.0,12.34314575050762,0.0,0.06397529779028804,0.0,0,0.0,0.029571266596992545,0.0,0,0.0,0.06529978227640426,0.0,0,0.0,0.05588319501866157,0.0,0,0.0,0.13305184820891122,0.0,0,0.07965545759097586,0.036863557507667934,0.07331550757184477,0.0409533913006698,0.04191186553448609,0.08803433724282114,0.030939496183237818,0.11649703914156771,0.029326171225492432,0.01872701474063434
03:20,0.9032278976023601,0.0,12.34314575050762,0.0,0.06373742818521969,0.0,0,0.0,0.02983071157024806,0.0,0,0.0,0.06517614709561374,0.0,0,0.0,0.05577412236737944,0.0,0,0.0,0.13302760309084785,0.0,0,0.07939944184273016,0.036658755777916156,0.07338133811462984,0.04100169633545783,0.0418738341130492,0.08782273773499917,0.031125572578512558,0.11633581852158847,0.029226429423612234,0.01885626085055567
03:30,0.9020712863977257,0.0,12.34314575050762,0.0,0.06345997845715341,0.0,0,0.0,0.030070975210519418,0.0,0,0.0,0.06500627235416588,0.0,0,0.0,0.0556240478367258,0.0,0,0.0,0.1329183219516839,0.0,0,0.0790918953228214,0.036429236388176675,0.07339388657954389,0.04102501209143003,0.041811252445479424,0.08754959092276997,0.03129086432927684,0.11631830902489201,0.029107061273084486,0.018974582210002453
03:40,0.900789717312873,0.0,12.34314575050762,0.0,0.0631437507178085,0.0,0,0.0,0.03029174186503259,0.0,0,0.0,0.06479063309145906,0.0,0,0.0,0.05543711302222209,0.0,0,0.0,0.13272475617440188,0.0,0,0.07873368493296844,0.036175577667116376,0.07335312172811752,0.04102361176191917,0.0417404514832098,0.08721583504596965,0.03143516337420271,0.11667348984506987,0.028968412254180544,0.01908237434919478
03:50,0.8998554498794619,0.0,12.34314575050762,0.0,0.06278964265789767,0.0,0,0.0,0.03049275395551529,0.0,0,0.0,0.06452981039677366,0.0,0,0.0,0.05522511833759125,0.0,0,0.0,0.1324478607553826,0.0,0,0.0783257904575557,0.03589841519977949,0.07325912950531215,0.040997867616094225,0.04170956744576946,0.08682255996075547,0.03155878837764673,0.11780592565258226,0.028810872106548535,0.019181347454257248
04:00,0.90011089543908,0.0,14.0,0.0,0.06239867953433325,0.0,0,0.0,0.03067381839884871,0.0,0,0.0,0.06422448989976502,0.0,0,0.0,0.05502019781032507,0.0,0,0.0,0.13208879321063768,0.0,0,0.07786930196067916,0.03559845715893594,0.07311212081267368,0.040948367754915053,0.041847062266079885,0.0863710040893183,0.0316652546139536,0.12038022441532772,0.02863487439375152,0.019278249119535233
04:10,0.9030090188387898,0.0,14.0,0.0,0.06197214242240725,0.0,0,0.0,0.03083485260879407,0.0,0,0.0,0.0638754606728802,0.0,0,0.0,0.05490385249360625,0.0,0,0.0,0.1316489124937063,0.0,0,0.07736541685430201,0.035276582065177364,0.07291247397141491,0.04087644716911565,0.042461909368052636,0.08586255084668888,0.03177532116758929,0.12540490015081981,0.02844090401633713,0.01939729253789798
04:20,0.9109967028956447,0.0,14.0,0.0,0.06151202246017492,0.0,0,0.0,0.030976245306640764,0.0,0,0.0,0.06348362116718397,0.0,0,0.0,0.05506618554186205,0.0,0,0.0,0.1311297799381475,0.0,0,0.07681543665076776,0.03493434114517925,0.07266093980321328,0.04078633598447637,0.044220331181121945,0.08529872456121411,0.03198701657579381,0.13427967852722844,0.0282295839857148,0.019616460066925693
04:30,0.9281448881238513,0.0,14.0,0.0,0.061022477765971535,0.0,0,0.0,0.03110127123001354,0.0,0,0.0,0.06305004526258962,0.0,0,0.0,0.05591180809263013,0.0,0,0.0,0.13053316962627484,0.0,0,0.07622076341403194,0.03457618014106298,0.07235951592180791,0.040692842287758255,0.04840145788678061,0.08468118590753222,0.032680131147426,0.14875237543926143,0.02800239324917405,0.0201592707515361
04:40,0.9611832144656829,0.0,14.0,0.0,0.060514080569326466,0.0,0,0.0,0.031229431701583144,0.0,0,0.0,0.06257646741784322,0.0,0,0.0,0.05822089569473435,0.0,0,0.0,0.12986111341270562,0.0,0,0.07558289592498765,0.03421794495380146,0.07201473954407574,0.04064549308663614,0.05717066396510561,0.0840117268729887,0.03505361876270507,0.1707257549355396,0.027766410488329372,0.021591977135320715
04:50,1.0210090250939337,0.0,14.0,0.0,0.06001504389740135,0.0,0,0.0,0.03145651726938649,0.0,0,0.0,0.062068218930185735,0.0,0,0.0,0.06334405661516732,0.0,0,0.0,0.12911606008903562,0.0,0,0.07490342557717271,0.033914906816072184,0.0716486045651757,0.040794600886086545,0.073709211370837,0.0832922652804021,0.042139168635898,0.20187533399728175,0.0275593768071176,0.02517223435671346
05:00,1.1242038883367034,0.0,15.929447639179834,0.0,0.059597988072122444,0.0,0,0.0,0.03217141812866716,0.0,0,0.0,0.06154914305273159,0.0,0,0.0,0.07335179729996512,0.0,0,0.0,0.12830137941534608,0.0,0,0.07418403201995229,0.03384034493588407,0.07133020218944058,0.04154661969632392,0.10195722245173124,0.08252483889189821,0.059879672674502914,0.2430949364574695,0.027554034041258977,0.033320259009409284
05:10,1.2930523761296566,0.0,15.929447639179834,0.0,0.059437017799346945,0.0,0,0.0,0.03466650047531126,0.0,0,0.0,0.06112490795681057,0.0,0,0.0,0.09098764015499793,0.0,0,0.0,0.1274228255072883,0.0,0,0.07342647856696723,0.034469509149019306,0.07125499817662882,0.043870886708664694,0.14576832018009922,0.08171159912020773,0.09665545860923232,0.29387160037090476,0.028391285685486867,0.049993347668690714
05:20,1.55207137942968,0.0,15.929447639179834,0.0,0.059915130816622496,0.0,0,0.0,0.04240460020859976,0.0,0,0.0,0.06120511622811171,0.0,0,0.0,0.11923637143241378,0.0,0,0.0,0.12649245290282776,0.0,0,0.07263260738822559,0.03692648303082467,0.07191341448772202,0.049785318167275744,0.20752260363584657,0.0808548043755432,0.15896665329295742,0.3517771661865379,0.031952432146250875,0.08048622512992068
05:30,1.9209154884688386,0.0,15.929447639179834,0.0,0.06179846237434554,0.0,0,0.0,0.06267627786911402,0.0,0,0.0,0.06313510096436577,0.0,0,0.0,0.16038817947083814,0.0,0,0.0,0.12553827099218864,0.0,0,0.07180433450469122,0.043468431431830094,0.07438478692584699,0.06290254867107012,0.28664404118608855,0.07995681307910715,0.24335521251815756,0.41230561683879213,0.04247427560934827,0.13008313603305438
05:40,2.4070960384828632,0.0,15.929447639179834,0.0,0.0664685351668795,0.0,0,0.0,0.10693133227818506,0.0,0,0.0,0.070602167948955,0.0,0,0.0,0.2147046005042859,0.0,0,0.0,0.12462610501151032,0.0,0,0.07094364460458771,0.05784593643719006,0.08072535447085782,0.08864235425879276,0.37876688096124284,0.07902007638498894,0.330348983773122,0.46924068623056914,0.06682507910645202,0.2014043013452445
05:50,3.00248624398795,0.0,15.929447639179834,0.0,0.07614473210937282,0.0,0,0.0,0.1868189331392856,0.0,0,0.0,0.09189121244434514,0.0,0,0.0,0.2791257867828347,0.0,0,0.0,0.12390483352054234,0.0,0,0.07005258570089178,0.08494932291443505,0.0942543070667492,0.13345614972370018,0.47618135864174765,0.07804713070441054,0.3891652933972049,0.515595086484225,0.11155948184491027,0.2913400295132948
06:00,3.6829304184518077,7.424916112299569e-09,18.0,1.5361895404757728e-09,0.093942386914908,0.0,0,2.048252720634364e-09,0.3051905219634935,0.0,0,1.2801579503964772e-09,0.14179606240985365,0.0,0,1.792221130555068e-09,0.34672064358581417,0.0,0,7.680947702378864e-10,0.12369129254511442,0.0,0,0.06913326364963741,0.1290625004189422,0.1193236704141346,0.2025257219637633,0.5695818687163509,0.07704059037792417,0.3946200106999194,0.5449580049225408,0.17575358247229753,0.3895902973971143
06:10,4.4079034211917865,0.10197802963139734,18.0,0.021098902682358072,0.12354031318641372,0.0,0,0.028131870243144095,0.4484385511097156,0.0,0,0.017582418901965057,0.23989720309279738,0.0,0,0.02461538646275108,0.4075309053054763,0.0,0,0.010549451341179036,0.12461311403948568,0.0,0,0.06818783654869953,0.1906932957894228,0.16008245807232913,0.2962442870350627,0.6503750632473122,0.0760031419648235,0.34426419029360483,0.5529023389329586,0.24428993628032072,0.4808407862933642
06:20,5.122929586577331,0.20166441088107565,18.0,0.04172367121677427,0.16825805772856892,0.0,0,0.0556315616223657,0.5913719782822021,0.0,0,0.034769726013978555,0.40129763094267984,0.0,0,0.048677616419569976,0.4509744310354795,0.0,0,0.020861835608387135,0.12781984959048753,0.0,0,0.06721850903678103,0.26340600639013434,0.2181039406221684,0.4071847074447798,0.7124417918538126,0.07493754620731057,0.26040547339978615,0.5380278153216834,0.2907967359911628,0.5506851127302946
06:30,5.7701068929770924,0.29905915117395043,18.0,0.06187430713943803,0.22954893609998972,0.0,0,0.08249907618591737,0.7164579264567662,0.0,0,0.05156192261619835,0.6204928224814147,0.0,0,0.07218669166267769,0.4692114260640488,0.0,0,0.030937153569719014,0.13524649627483332,0.0,0,0.06622752651434785,0.3333671420426568,0.2896289309536335,0.5201465436034083,0.7526063777288649,0.07384667077541611,0.17546979036388846,0.5023017080598657,0.29318741120073205,0.5923671843572259
06:40,6.301103143357958,0.39416225051002324,18.0,0.08155081045034963,0.30529495389463046,0.0,0,0.10873441393379951,0.8290416192672844,0.0,0,0.06795900870862469,0.858669848120984,0.0,0,0.09514261219207457,0.46025775835789384,0.0,0,0.04077540522517482,0.149864474201215,0.0,0,0.06521716934224724,0.3837682819762289,0.3641259436215501,0.6168719027810247,0.7699222077733834,0.07273363427620165,0.11493520811807209,0.45058321688424996,0.2500724701306823,0.6097444546123084
06:50,6.6801300182118215,0.4869737088892932,18.0,0.10075318114950893,0.38867984975219255,0.0,0,0.13433757486601192,0.9456336449475988,0.0,0,0.08396098429125742,1.0502528682113583,0.0,0,0.11754537800776041,0.4295646146240309,0.0,0,0.050376590574754465,0.17579182421561915,0.0,0,0.06418974752251932,0.40329261117222287,0.42593689696554915,0.6839265439921891,0.7646277782365586,0.0716023158902,0.09159004191387707,0.38949011334286776,0.18185876597104625,0.6136924014539918
07:00,6.880792557927678,0.5774935263117594,20.070552360820166,0.11948141923691574,0.46852571679146976,0.0,0,0.15930855898255433,1.0606526810341639,0.0,0,0.09956784936409643,1.1342426311235108,0.0,0,0.13939498910973502,0.3893564972052818,0.0,0,0.05974070961845787,0.21808626201013923,0.0,0,0.06314760125826337,0.3941760646255335,0.4593301300595396,0.7190610591795656,0.7377525058454056,0.07045895550102865,0.11082910962205715,0.3259718958167772,0.11538499261264161,0.6138164552423
07:10,6.896380109401072,0.6657217027774236,20.070552360820166,0.1377355247125704,0.5315713677933199,0.0,0,0.18364736628342718,1.1295224368776307,0.0,0,0.11477960392714198,1.0927870199663707,0.0,0,0.16069144549799877,0.355889687796637,0.0,0,0.0688677623562852,0.2820580010262754,0.0,0,0.06209315681515576,0.3743304029718699,0.4549440221885612,0.7311815582225745,0.6917819237027168,0.0693166915788378,0.17622523627652686,0.26601126470799225,0.06744525891027629,0.6112220805663271
07:20,6.763601729784796,0.7516582382862846,20.070552360820166,0.15551549757647268,0.5663030680324929,0.0,0,0.20735399676863023,1.0957659025792603,0.0,0,0.12959624798039387,0.9660462690417131,0.0,0,0.18143474717255142,0.3454563814847324,0.0,0,0.07775774878823634,0.3720540111747334,0.0,0,0.06102941175264939,0.3708367553258617,0.4141756477472037,0.7330658873945004,0.6318813063909149,0.06820719470340769,0.2869851675128459,0.21377645807363418,0.04032738458220893,0.5976908839886365
